City_Name,State,Country_Name,City_Website,language,ai,ml,dl,nn,llm
Essen,North Rhine-Westphalia,Germany,https://www.essen.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Bremen,Bremen,Germany,https://www.bremen.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Dresden,Saxony,Germany,https://www.dresden.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Hannover,Lower Saxony,Germany,https://www.hannover.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Nürnberg,Bavaria,Germany,https://www.nuernberg.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Duisburg,North Rhine-Westphalia,Germany,https://www.duisburg.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Bochum,North Rhine-Westphalia,Germany,https://www.bochum.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Wuppertal,North Rhine-Westphalia,Germany,https://www.wuppertal.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Bielefeld,North Rhine-Westphalia,Germany,https://www.bielefeld.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Bonn,North Rhine-Westphalia,Germany,https://www.bonn.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Münster,North Rhine-Westphalia,Germany,https://www.stadt-muenster.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Mannheim,Baden-Württemberg,Germany,https://www.mannheim.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Karlsruhe,Baden-Württemberg,Germany,https://www.karlsruhe.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Augsburg,Bavaria,Germany,https://www.augsburg.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Wiesbaden,Hesse,Germany,https://www.wiesbaden.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Mönchengladbach,North Rhine-Westphalia,Germany,https://www.moenchengladbach.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Gelsenkirchen,North Rhine-Westphalia,Germany,https://www.gelsenkirchen.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Aachen,North Rhine-Westphalia,Germany,https://www.aachen.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Braunschweig,Lower Saxony,Germany,https://www.braunschweig.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Chemnitz,Saxony,Germany,https://www.chemnitz.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Kiel,Schleswig-Holstein,Germany,https://www.kiel.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Halle (Saale),Saxony-Anhalt,Germany,https://www.halle.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Magdeburg,Saxony-Anhalt,Germany,https://www.magdeburg.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Freiburg im Breisgau,Baden-Württemberg,Germany,https://www.freiburg.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Krefeld,North Rhine-Westphalia,Germany,https://www.krefeld.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Mainz,Rhineland-Palatinate,Germany,https://www.mainz.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Lübeck,Schleswig-Holstein,Germany,https://www.luebeck.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Erfurt,Thuringia,Germany,https://www.erfurt.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Oberhausen,North Rhine-Westphalia,Germany,https://www.oberhausen.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Rostock,Mecklenburg-Vorpommern,Germany,https://www.rostock.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Kassel,Hesse,Germany,https://www.kassel.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Hagen,North Rhine-Westphalia,Germany,https://www.hagen.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Potsdam,Brandenburg,Germany,https://www.potsdam.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Saarbrücken,Saarland,Germany,https://www.saarbruecken.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Hamm,North Rhine-Westphalia,Germany,https://www.hamm.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Ludwigshafen am Rhein,Rhineland-Palatinate,Germany,https://www.ludwigshafen.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Oldenburg (Oldenburg),Lower Saxony,Germany,https://www.oldenburg.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Mülheim an der Ruhr,North Rhine-Westphalia,Germany,https://www.muelheim-ruhr.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Osnabrück,Lower Saxony,Germany,https://www.osnabrueck.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Leverkusen,North Rhine-Westphalia,Germany,https://www.leverkusen.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Darmstadt,Hesse,Germany,https://www.darmstadt.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Heidelberg,Baden-Württemberg,Germany,https://www.heidelberg.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Solingen,North Rhine-Westphalia,Germany,https://www.solingen.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Regensburg,Bavaria,Germany,https://www.regensburg.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Herne,North Rhine-Westphalia,Germany,https://www.herne.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Paderborn,North Rhine-Westphalia,Germany,https://www.paderborn.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Neuss,North Rhine-Westphalia,Germany,https://www.neuss.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Ingolstadt,Bavaria,Germany,https://www.ingolstadt.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Offenbach am Main,Hesse,Germany,https://www.offenbach.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Fürth,Bavaria,Germany,https://www.fuerth.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Heilbronn,Baden-Württemberg,Germany,https://www.heilbronn.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Ulm,Baden-Württemberg,Germany,https://www.ulm.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Pforzheim,Baden-Württemberg,Germany,https://www.pforzheim.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Würzburg,Bavaria,Germany,https://www.wuerzburg.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Wolfsburg,Lower Saxony,Germany,https://www.wolfsburg.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Göttingen,Lower Saxony,Germany,https://www.goettingen.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Bottrop,North Rhine-Westphalia,Germany,https://www.bottrop.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Reutlingen,Baden-Württemberg,Germany,https://www.reutlingen.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Erlangen,Bavaria,Germany,https://www.erlangen.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Koblenz,Rhineland-Palatinate,Germany,https://www.koblenz.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Bremerhaven,Bremen,Germany,https://www.bremerhaven.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Remscheid,North Rhine-Westphalia,Germany,https://www.remscheid.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Trier,Rhineland-Palatinate,Germany,https://www.trier.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Bergisch Gladbach,North Rhine-Westphalia,Germany,https://www.bergischgladbach.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Recklinghausen,North Rhine-Westphalia,Germany,https://www.recklinghausen.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Jena,Thuringia,Germany,https://www.jena.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Moers,North Rhine-Westphalia,Germany,https://www.moers.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Salzgitter,Lower Saxony,Germany,https://www.salzgitter.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Hanau,Hesse,Germany,https://www.hanau.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Gütersloh,North Rhine-Westphalia,Germany,https://www.guetersloh.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Hildesheim,Lower Saxony,Germany,https://www.hildesheim.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Siegen,North Rhine-Westphalia,Germany,https://www.siegen.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Kaiserslautern,Rhineland-Palatinate,Germany,https://www.kaiserslautern.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Cottbus/Chóśebuz,Brandenburg,Germany,https://www.cottbus.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Schwerin,Mecklenburg-Vorpommern,Germany,https://www.schwerin.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Esslingen am Neckar,Baden-Württemberg,Germany,https://www.esslingen.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Witten,North Rhine-Westphalia,Germany,https://www.witten.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Gießen,Hesse,Germany,https://www.giessen.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Ludwigsburg,Baden-Württemberg,Germany,https://www.ludwigsburg.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Gera,Thuringia,Germany,https://www.gera.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Tübingen,Baden-Württemberg,Germany,https://www.tuebingen.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Düren,North Rhine-Westphalia,Germany,https://www.dueren.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Flensburg,Schleswig-Holstein,Germany,https://www.flensburg.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Iserlohn,North Rhine-Westphalia,Germany,https://www.iserlohn.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Villingen-Schwenningen,Baden-Württemberg,Germany,https://www.villingen-schwenningen.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
